mapres10,papres10,paeduc,maeduc,educ,degree,born,reg16,incom16,father_factor,mother_factor,high_school
31,50,12,12,16,bachelor's,yes,middle atlantic,far below average,Above and Equal to Median,Lower than Median,1
25,43,8,12,12,high school,yes,middle atlantic,average,Lower than Median,Lower than Median,0
40,38,12,12,13,high school,yes,middle atlantic,below average,Lower than Median,Above and Equal to Median,0
35,44,12,9,12,high school,yes,middle atlantic,below average,Above and Equal to Median,Lower than Median,0
39,39,12,12,17,bachelor's,yes,west north central,below average,Lower than Median,Above and Equal to Median,1
35,50,12,12,13,high school,yes,east south atlantic,average,Above and Equal to Median,Lower than Median,0
32,49,12,8,12,high school,yes,middle atlantic,average,Above and Equal to Median,Lower than Median,0
45,53,9,14,16,bachelor's,yes,east south atlantic,average,Above and Equal to Median,Above and Equal to Median,1
31,62,16,12,20,graduate,yes,new england,average,Above and Equal to Median,Lower than Median,1
35,35,11,12,18,graduate,yes,east south atlantic,average,Lower than Median,Lower than Median,1
35,49,16,12,15,associate/junior college,yes,middle atlantic,above average,Above and Equal to Median,Lower than Median,1
31,50,12,12,18,graduate,yes,east north central,above average,Above and Equal to Median,Lower than Median,1
48,36,16,16,16,bachelor's,yes,east south atlantic,average,Lower than Median,Above and Equal to Median,1
46,35,12,12,12,high school,yes,middle atlantic,above average,Lower than Median,Above and Equal to Median,0
37,38,12,12,20,graduate,yes,middle atlantic,average,Lower than Median,Lower than Median,1
33,29,3,12,12,high school,yes,west south central,far below average,Lower than Median,Lower than Median,0
64,67,15,17,17,bachelor's,no,pacific,average,Above and Equal to Median,Above and Equal to Median,1
25,44,12,11,10,high school,yes,west south central,average,Above and Equal to Median,Lower than Median,0
40,39,12,12,18,graduate,yes,east north central,below average,Lower than Median,Above and Equal to Median,1
44,28,12,14,13,high school,yes,new england,far below average,Lower than Median,Above and Equal to Median,0
42,42,12,10,10,high school,no,pacific,far below average,Lower than Median,Above and Equal to Median,0
60,38,12,16,17,high school,yes,west south central,average,Lower than Median,Above and Equal to Median,0
38,31,14,14,12,high school,no,pacific,average,Lower than Median,Lower than Median,0
44,60,16,12,17,bachelor's,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
45,31,12,14,19,graduate,yes,west south central,above average,Lower than Median,Above and Equal to Median,1
35,45,6,4,16,graduate,no,pacific,below average,Above and Equal to Median,Lower than Median,1
34,75,16,12,13,high school,yes,pacific,above average,Above and Equal to Median,Lower than Median,0
35,49,9,7,12,high school,yes,middle atlantic,far below average,Above and Equal to Median,Lower than Median,0
22,24,12,10,13,high school,yes,middle atlantic,average,Lower than Median,Lower than Median,0
33,42,12,12,15,associate/junior college,yes,pacific,average,Lower than Median,Lower than Median,1
33,44,8,9,13,high school,yes,pacific,average,Above and Equal to Median,Lower than Median,0
36,46,12,14,13,high school,yes,east south atlantic,far above average,Above and Equal to Median,Lower than Median,0
38,36,12,12,13,high school,yes,pacific,average,Lower than Median,Lower than Median,0
46,45,8,11,11,high school,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
47,72,16,12,16,bachelor's,yes,east north central,far below average,Above and Equal to Median,Above and Equal to Median,1
28,36,8,8,20,graduate,yes,new england,below average,Lower than Median,Lower than Median,1
38,38,12,12,20,graduate,yes,middle atlantic,above average,Lower than Median,Lower than Median,1
61,62,16,14,16,associate/junior college,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
35,38,9,9,15,high school,yes,south atlantic,below average,Lower than Median,Lower than Median,0
27,37,12,14,16,bachelor's,yes,east north central,far below average,Lower than Median,Lower than Median,1
24,24,12,12,12,high school,yes,south atlantic,far below average,Lower than Median,Lower than Median,0
31,38,16,12,16,graduate,yes,south atlantic,above average,Lower than Median,Lower than Median,1
25,62,12,12,13,high school,yes,pacific,far above average,Above and Equal to Median,Lower than Median,0
32,38,8,12,12,high school,yes,east north central,above average,Lower than Median,Lower than Median,0
64,32,16,16,13,high school,yes,east north central,below average,Lower than Median,Above and Equal to Median,0
27,25,11,12,14,high school,yes,middle atlantic,above average,Lower than Median,Lower than Median,0
38,45,14,16,16,bachelor's,yes,south atlantic,above average,Above and Equal to Median,Lower than Median,1
24,49,16,16,15,high school,yes,mountain,below average,Above and Equal to Median,Lower than Median,0
31,35,16,12,14,high school,yes,middle atlantic,average,Lower than Median,Lower than Median,0
45,31,17,14,14,graduate,yes,middle atlantic,above average,Lower than Median,Above and Equal to Median,1
49,33,12,15,18,graduate,yes,south atlantic,above average,Lower than Median,Above and Equal to Median,1
37,46,16,16,17,bachelor's,yes,west south central,average,Above and Equal to Median,Lower than Median,1
33,45,10,8,20,graduate,no,middle atlantic,average,Above and Equal to Median,Lower than Median,1
24,42,11,12,12,high school,yes,west south central,far below average,Lower than Median,Lower than Median,0
69,39,12,14,14,associate/junior college,yes,middle atlantic,average,Lower than Median,Above and Equal to Median,1
35,39,12,12,12,high school,yes,south atlantic,below average,Lower than Median,Lower than Median,0
16,35,6,12,12,high school,yes,west south central,average,Lower than Median,Lower than Median,0
26,35,8,12,13,high school,yes,middle atlantic,far below average,Lower than Median,Lower than Median,0
25,49,6,5,16,bachelor's,yes,west south central,below average,Above and Equal to Median,Lower than Median,1
35,62,16,12,12,high school,no,mountain,average,Above and Equal to Median,Lower than Median,0
16,60,12,12,18,graduate,yes,pacific,below average,Above and Equal to Median,Lower than Median,1
25,32,14,12,14,associate/junior college,yes,mountain,below average,Lower than Median,Lower than Median,1
64,38,16,16,16,graduate,yes,middle atlantic,average,Lower than Median,Above and Equal to Median,1
31,43,12,12,16,bachelor's,yes,east north central,average,Lower than Median,Lower than Median,1
48,57,16,12,18,bachelor's,yes,new england,average,Above and Equal to Median,Above and Equal to Median,1
32,35,6,12,12,high school,yes,new england,below average,Lower than Median,Lower than Median,0
24,35,0,0,16,bachelor's,no,pacific,far below average,Lower than Median,Lower than Median,1
33,40,12,12,16,bachelor's,yes,pacific,below average,Lower than Median,Lower than Median,1
28,28,3,8,15,associate/junior college,no,west south central,far above average,Lower than Median,Lower than Median,1
31,32,8,12,12,high school,yes,pacific,average,Lower than Median,Lower than Median,0
31,39,18,14,18,bachelor's,yes,new england,above average,Lower than Median,Lower than Median,1
33,28,6,0,11,less than high school,yes,pacific,far above average,Lower than Median,Lower than Median,0
47,49,12,12,20,graduate,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
48,48,16,14,16,bachelor's,yes,new england,average,Above and Equal to Median,Above and Equal to Median,1
45,60,16,16,20,graduate,yes,middle atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
45,42,8,12,14,high school,yes,pacific,average,Lower than Median,Above and Equal to Median,0
57,66,16,14,13,high school,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
25,35,5,9,12,high school,yes,pacific,far below average,Lower than Median,Lower than Median,0
46,38,12,11,19,graduate,yes,south atlantic,below average,Lower than Median,Above and Equal to Median,1
48,80,20,12,20,graduate,yes,new england,average,Above and Equal to Median,Above and Equal to Median,1
44,50,6,10,16,bachelor's,yes,east south atlantic,average,Above and Equal to Median,Above and Equal to Median,1
46,45,8,12,20,graduate,yes,pacific,below average,Above and Equal to Median,Above and Equal to Median,1
63,59,20,8,15,associate/junior college,no,pacific,below average,Above and Equal to Median,Above and Equal to Median,1
48,28,7,12,11,less than high school,yes,new england,average,Lower than Median,Above and Equal to Median,0
47,38,12,12,20,graduate,yes,middle atlantic,below average,Lower than Median,Above and Equal to Median,1
51,50,16,16,14,associate/junior college,no,new england,average,Above and Equal to Median,Above and Equal to Median,1
35,60,12,12,13,high school,yes,new england,above average,Above and Equal to Median,Lower than Median,0
25,28,5,0,17,bachelor's,no,pacific,far below average,Lower than Median,Lower than Median,1
31,49,12,12,16,bachelor's,no,new england,average,Above and Equal to Median,Lower than Median,1
54,40,13,12,16,bachelor's,yes,new england,average,Lower than Median,Above and Equal to Median,1
32,46,16,12,18,graduate,yes,middle atlantic,above average,Above and Equal to Median,Lower than Median,1
35,48,5,8,18,bachelor's,yes,east north central,above average,Above and Equal to Median,Lower than Median,1
47,47,16,12,18,graduate,yes,new england,average,Above and Equal to Median,Above and Equal to Median,1
39,26,12,12,14,high school,no,pacific,far below average,Lower than Median,Above and Equal to Median,0
32,42,12,10,12,high school,yes,new england,average,Lower than Median,Lower than Median,0
54,66,16,16,16,bachelor's,yes,pacific,below average,Above and Equal to Median,Above and Equal to Median,1
33,40,16,12,16,bachelor's,yes,new england,below average,Lower than Median,Lower than Median,1
32,44,3,12,15,high school,yes,east north central,below average,Above and Equal to Median,Lower than Median,0
32,44,12,12,12,high school,yes,new england,average,Above and Equal to Median,Lower than Median,0
35,50,12,12,13,less than high school,yes,new england,below average,Above and Equal to Median,Lower than Median,0
35,38,8,11,12,high school,yes,middle atlantic,above average,Lower than Median,Lower than Median,0
35,44,12,12,12,high school,yes,middle atlantic,average,Above and Equal to Median,Lower than Median,0
38,45,10,12,12,high school,yes,new england,average,Above and Equal to Median,Lower than Median,0
45,59,18,12,17,graduate,yes,pacific,above average,Above and Equal to Median,Above and Equal to Median,1
35,69,19,17,19,graduate,yes,pacific,average,Above and Equal to Median,Lower than Median,1
50,37,5,5,14,high school,no,pacific,average,Lower than Median,Above and Equal to Median,0
48,38,9,12,13,high school,yes,mountain,below average,Lower than Median,Above and Equal to Median,0
48,66,14,12,12,high school,yes,west south central,below average,Above and Equal to Median,Above and Equal to Median,0
26,59,15,14,20,graduate,yes,pacific,far below average,Above and Equal to Median,Lower than Median,1
48,73,12,12,15,high school,yes,pacific,above average,Above and Equal to Median,Above and Equal to Median,0
42,59,18,15,14,associate/junior college,yes,pacific,average,Above and Equal to Median,Above and Equal to Median,1
38,56,18,16,18,graduate,yes,east south atlantic,average,Above and Equal to Median,Lower than Median,1
42,60,13,6,14,associate/junior college,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
25,24,5,2,13,high school,yes,mountain,below average,Lower than Median,Lower than Median,0
47,33,12,12,14,associate/junior college,yes,pacific,below average,Lower than Median,Above and Equal to Median,1
25,36,12,8,20,graduate,yes,east north central,below average,Lower than Median,Lower than Median,1
44,48,12,15,20,graduate,yes,pacific,average,Above and Equal to Median,Above and Equal to Median,1
47,53,12,12,16,bachelor's,yes,pacific,average,Above and Equal to Median,Above and Equal to Median,1
32,41,12,12,20,graduate,yes,south atlantic,average,Lower than Median,Lower than Median,1
45,49,12,14,15,associate/junior college,yes,middle atlantic,below average,Above and Equal to Median,Above and Equal to Median,1
36,39,14,14,14,associate/junior college,yes,middle atlantic,below average,Lower than Median,Lower than Median,1
40,31,12,12,8,less than high school,yes,middle atlantic,average,Lower than Median,Above and Equal to Median,0
46,60,18,16,12,high school,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
25,40,8,8,14,high school,yes,new england,below average,Lower than Median,Lower than Median,0
45,72,16,12,16,bachelor's,yes,pacific,above average,Above and Equal to Median,Above and Equal to Median,1
35,35,12,12,14,associate/junior college,yes,new england,far below average,Lower than Median,Lower than Median,1
64,74,20,17,20,graduate,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
61,32,13,12,12,high school,no,pacific,far below average,Lower than Median,Above and Equal to Median,0
39,63,10,12,11,less than high school,no,pacific,far below average,Above and Equal to Median,Above and Equal to Median,0
35,35,12,12,11,high school,no,south atlantic,average,Lower than Median,Lower than Median,0
64,47,16,16,19,graduate,yes,west south central,below average,Above and Equal to Median,Above and Equal to Median,1
60,38,16,0,18,bachelor's,no,pacific,far below average,Lower than Median,Above and Equal to Median,1
47,45,12,12,16,bachelor's,yes,pacific,average,Above and Equal to Median,Above and Equal to Median,1
64,42,16,16,17,graduate,yes,pacific,average,Lower than Median,Above and Equal to Median,1
31,56,16,12,15,associate/junior college,yes,pacific,below average,Above and Equal to Median,Lower than Median,1
48,39,20,12,16,bachelor's,yes,south atlantic,above average,Lower than Median,Above and Equal to Median,1
50,39,12,14,15,high school,yes,east south atlantic,average,Lower than Median,Above and Equal to Median,0
34,34,16,16,12,high school,yes,pacific,average,Lower than Median,Lower than Median,0
58,38,20,16,15,high school,yes,pacific,above average,Lower than Median,Above and Equal to Median,0
55,45,16,16,17,graduate,yes,pacific,average,Above and Equal to Median,Above and Equal to Median,1
35,50,12,12,13,high school,yes,east south atlantic,average,Above and Equal to Median,Lower than Median,0
48,39,18,12,18,graduate,no,pacific,above average,Lower than Median,Above and Equal to Median,1
25,62,12,12,18,graduate,yes,pacific,far below average,Above and Equal to Median,Lower than Median,1
35,49,14,12,14,high school,yes,east south atlantic,average,Above and Equal to Median,Lower than Median,0
61,54,16,18,18,graduate,yes,pacific,below average,Above and Equal to Median,Above and Equal to Median,1
49,24,16,10,16,bachelor's,yes,west south central,above average,Lower than Median,Above and Equal to Median,1
38,27,7,11,14,associate/junior college,yes,east north central,average,Lower than Median,Lower than Median,1
48,49,10,12,16,associate/junior college,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
25,35,12,12,12,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
32,62,14,12,14,high school,yes,pacific,below average,Above and Equal to Median,Lower than Median,0
61,35,12,12,16,bachelor's,yes,pacific,average,Lower than Median,Above and Equal to Median,1
22,38,10,12,20,graduate,yes,east north central,average,Lower than Median,Lower than Median,1
32,39,9,6,12,high school,no,pacific,average,Lower than Median,Lower than Median,0
50,35,9,9,17,bachelor's,no,pacific,below average,Lower than Median,Above and Equal to Median,1
46,51,16,9,16,graduate,no,pacific,below average,Above and Equal to Median,Above and Equal to Median,1
49,45,12,16,14,high school,yes,middle atlantic,below average,Above and Equal to Median,Above and Equal to Median,0
61,48,0,14,14,graduate,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
48,62,16,12,16,bachelor's,no,pacific,far below average,Above and Equal to Median,Above and Equal to Median,1
41,37,2,11,12,high school,yes,pacific,below average,Lower than Median,Above and Equal to Median,0
42,44,12,12,14,high school,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,0
31,44,12,12,16,graduate,yes,east north central,below average,Above and Equal to Median,Lower than Median,1
33,50,16,12,13,high school,yes,east north central,below average,Above and Equal to Median,Lower than Median,0
69,43,20,12,16,bachelor's,yes,south atlantic,above average,Lower than Median,Above and Equal to Median,1
45,72,14,12,16,bachelor's,yes,pacific,below average,Above and Equal to Median,Above and Equal to Median,1
61,64,16,16,12,high school,yes,middle atlantic,above average,Above and Equal to Median,Above and Equal to Median,0
33,38,12,12,16,bachelor's,yes,east north central,average,Lower than Median,Lower than Median,1
16,35,12,12,13,high school,yes,pacific,far below average,Lower than Median,Lower than Median,0
35,50,10,13,17,associate/junior college,yes,east north central,far below average,Above and Equal to Median,Lower than Median,1
50,44,12,8,12,less than high school,yes,new england,average,Above and Equal to Median,Above and Equal to Median,0
32,35,4,4,16,bachelor's,no,middle atlantic,below average,Lower than Median,Lower than Median,1
46,45,12,12,20,graduate,no,west south central,average,Above and Equal to Median,Above and Equal to Median,1
61,60,16,16,13,high school,yes,west south central,above average,Above and Equal to Median,Above and Equal to Median,0
47,65,16,16,14,associate/junior college,yes,east north central,below average,Above and Equal to Median,Above and Equal to Median,1
35,43,13,14,15,associate/junior college,yes,east north central,far above average,Lower than Median,Lower than Median,1
69,70,12,16,16,associate/junior college,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
45,35,12,12,11,high school,yes,mountain,below average,Lower than Median,Above and Equal to Median,0
47,31,12,12,16,graduate,yes,mountain,average,Lower than Median,Above and Equal to Median,1
54,72,16,16,15,associate/junior college,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
31,29,16,12,16,bachelor's,yes,middle atlantic,below average,Lower than Median,Lower than Median,1
48,40,9,12,13,high school,yes,east north central,below average,Lower than Median,Above and Equal to Median,0
31,50,15,12,13,high school,yes,mountain,above average,Above and Equal to Median,Lower than Median,0
16,57,13,12,14,associate/junior college,yes,mountain,average,Above and Equal to Median,Lower than Median,1
47,38,14,12,16,bachelor's,no,east north central,average,Lower than Median,Above and Equal to Median,1
35,50,10,11,18,bachelor's,yes,mountain,average,Above and Equal to Median,Lower than Median,1
31,46,12,12,12,high school,yes,east north central,below average,Above and Equal to Median,Lower than Median,0
35,38,14,14,18,graduate,yes,middle atlantic,average,Lower than Median,Lower than Median,1
54,38,16,20,18,graduate,yes,east north central,below average,Lower than Median,Above and Equal to Median,1
32,46,12,18,13,high school,yes,east north central,below average,Above and Equal to Median,Lower than Median,0
45,35,16,18,20,high school,yes,south atlantic,above average,Lower than Median,Above and Equal to Median,0
31,31,12,1,3,less than high school,no,pacific,average,Lower than Median,Lower than Median,0
38,66,12,16,12,high school,no,pacific,average,Above and Equal to Median,Lower than Median,0
25,63,16,14,18,graduate,yes,east north central,above average,Above and Equal to Median,Lower than Median,1
47,43,12,9,16,graduate,yes,middle atlantic,below average,Lower than Median,Above and Equal to Median,1
35,28,6,8,12,high school,yes,new england,below average,Lower than Median,Lower than Median,0
27,54,12,12,14,associate/junior college,yes,west north central,below average,Above and Equal to Median,Lower than Median,1
48,50,13,16,16,bachelor's,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
35,44,9,9,12,high school,yes,west north central,below average,Above and Equal to Median,Lower than Median,0
64,65,12,13,16,bachelor's,yes,new england,average,Above and Equal to Median,Above and Equal to Median,1
61,38,13,16,17,bachelor's,yes,east north central,average,Lower than Median,Above and Equal to Median,1
40,40,16,12,12,high school,yes,east north central,above average,Lower than Median,Above and Equal to Median,0
61,41,12,16,14,high school,yes,east north central,above average,Lower than Median,Above and Equal to Median,0
45,63,18,16,17,bachelor's,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
47,39,12,12,13,high school,yes,east north central,below average,Lower than Median,Above and Equal to Median,0
31,24,12,12,16,bachelor's,yes,west north central,below average,Lower than Median,Lower than Median,1
24,46,12,12,12,high school,yes,pacific,below average,Above and Equal to Median,Lower than Median,0
32,45,12,9,16,graduate,no,pacific,far below average,Above and Equal to Median,Lower than Median,1
40,49,12,13,16,associate/junior college,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
51,51,16,18,16,bachelor's,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
47,44,12,12,16,bachelor's,yes,middle atlantic,below average,Above and Equal to Median,Above and Equal to Median,1
24,16,16,10,18,graduate,yes,middle atlantic,far below average,Lower than Median,Lower than Median,1
47,47,12,12,13,high school,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,0
31,46,12,14,14,associate/junior college,yes,west north central,average,Above and Equal to Median,Lower than Median,1
33,35,8,8,12,high school,yes,west north central,below average,Lower than Median,Lower than Median,0
21,41,16,12,18,bachelor's,yes,west south central,average,Lower than Median,Lower than Median,1
42,49,12,9,16,bachelor's,no,pacific,far below average,Above and Equal to Median,Above and Equal to Median,1
21,37,12,12,13,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
22,39,12,12,14,high school,yes,east north central,average,Lower than Median,Lower than Median,0
35,45,14,8,16,bachelor's,yes,west south central,average,Above and Equal to Median,Lower than Median,1
48,49,16,12,12,high school,yes,east north central,far below average,Above and Equal to Median,Above and Equal to Median,0
61,46,19,18,16,bachelor's,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,1
47,74,20,20,16,graduate,yes,east north central,below average,Above and Equal to Median,Above and Equal to Median,1
39,42,12,8,12,high school,yes,east north central,below average,Lower than Median,Above and Equal to Median,0
25,46,6,6,14,associate/junior college,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,1
53,58,16,16,16,bachelor's,yes,new england,above average,Above and Equal to Median,Above and Equal to Median,1
25,31,7,8,12,high school,yes,west south central,below average,Lower than Median,Lower than Median,0
25,40,12,12,16,graduate,yes,middle atlantic,average,Lower than Median,Lower than Median,1
36,36,14,8,14,bachelor's,yes,west south central,above average,Lower than Median,Lower than Median,1
31,25,12,16,15,associate/junior college,yes,west south central,average,Lower than Median,Lower than Median,1
40,46,5,12,8,less than high school,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,0
47,38,16,12,18,graduate,yes,middle atlantic,above average,Lower than Median,Above and Equal to Median,1
37,57,16,12,15,high school,yes,south atlantic,above average,Above and Equal to Median,Lower than Median,0
35,38,5,5,10,less than high school,yes,east south atlantic,below average,Lower than Median,Lower than Median,0
38,44,14,12,18,graduate,yes,middle atlantic,below average,Above and Equal to Median,Lower than Median,1
64,24,12,16,18,graduate,yes,middle atlantic,average,Lower than Median,Above and Equal to Median,1
45,65,16,14,19,graduate,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
61,65,16,12,19,graduate,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
33,50,6,11,20,graduate,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,1
45,38,16,18,16,high school,yes,west south central,average,Lower than Median,Above and Equal to Median,0
47,25,16,11,16,bachelor's,no,pacific,above average,Lower than Median,Above and Equal to Median,1
50,80,20,13,12,high school,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,0
31,35,12,8,13,high school,yes,pacific,average,Lower than Median,Lower than Median,0
49,53,16,13,16,bachelor's,yes,pacific,far above average,Above and Equal to Median,Above and Equal to Median,1
74,74,20,20,17,graduate,yes,pacific,average,Above and Equal to Median,Above and Equal to Median,1
48,48,19,16,17,bachelor's,yes,west north central,above average,Above and Equal to Median,Above and Equal to Median,1
49,40,12,12,19,graduate,yes,east north central,average,Lower than Median,Above and Equal to Median,1
64,39,16,16,20,graduate,no,pacific,average,Lower than Median,Above and Equal to Median,1
38,39,6,16,16,bachelor's,yes,south atlantic,below average,Lower than Median,Lower than Median,1
65,60,18,17,16,bachelor's,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
37,31,12,12,19,graduate,yes,west north central,average,Lower than Median,Lower than Median,1
24,42,14,12,16,bachelor's,yes,east north central,above average,Lower than Median,Lower than Median,1
39,38,16,14,14,associate/junior college,yes,south atlantic,average,Lower than Median,Above and Equal to Median,1
25,47,12,12,12,high school,yes,east north central,average,Above and Equal to Median,Lower than Median,0
35,46,17,12,12,high school,yes,east north central,average,Above and Equal to Median,Lower than Median,0
31,38,16,12,16,associate/junior college,yes,east north central,below average,Lower than Median,Lower than Median,1
33,37,6,6,14,high school,no,west south central,below average,Lower than Median,Lower than Median,0
41,53,12,6,15,high school,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,0
24,26,4,1,18,graduate,no,pacific,far below average,Lower than Median,Lower than Median,1
74,42,18,18,17,graduate,yes,east north central,far above average,Lower than Median,Above and Equal to Median,1
21,42,11,12,12,high school,yes,east south atlantic,below average,Lower than Median,Lower than Median,0
47,35,9,8,16,bachelor's,yes,middle atlantic,far below average,Lower than Median,Above and Equal to Median,1
48,62,16,12,14,associate/junior college,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
64,65,15,17,20,graduate,no,middle atlantic,above average,Above and Equal to Median,Above and Equal to Median,1
69,49,16,12,12,high school,yes,west south central,far below average,Above and Equal to Median,Above and Equal to Median,0
38,51,16,12,16,bachelor's,yes,middle atlantic,above average,Above and Equal to Median,Lower than Median,1
61,74,20,15,14,graduate,no,pacific,average,Above and Equal to Median,Above and Equal to Median,1
64,59,12,12,17,bachelor's,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,1
26,48,6,10,12,high school,yes,south atlantic,average,Above and Equal to Median,Lower than Median,0
39,49,12,16,14,high school,yes,pacific,average,Above and Equal to Median,Above and Equal to Median,0
32,59,16,12,14,associate/junior college,yes,east north central,average,Above and Equal to Median,Lower than Median,1
65,72,17,12,17,bachelor's,yes,west north central,below average,Above and Equal to Median,Above and Equal to Median,1
46,35,8,12,12,high school,yes,west north central,average,Lower than Median,Above and Equal to Median,0
28,33,8,9,12,high school,yes,west south central,below average,Lower than Median,Lower than Median,0
25,36,4,12,12,high school,yes,west north central,far below average,Lower than Median,Lower than Median,0
35,49,4,3,6,less than high school,no,pacific,far below average,Above and Equal to Median,Lower than Median,0
38,64,14,12,12,high school,yes,west south central,average,Above and Equal to Median,Lower than Median,0
39,46,12,12,16,bachelor's,yes,east north central,below average,Above and Equal to Median,Above and Equal to Median,1
31,35,12,13,15,high school,yes,west south central,below average,Lower than Median,Lower than Median,0
24,39,14,17,18,associate/junior college,no,pacific,average,Lower than Median,Lower than Median,1
64,40,14,16,16,bachelor's,yes,east north central,above average,Lower than Median,Above and Equal to Median,1
50,46,5,8,12,high school,yes,south atlantic,below average,Above and Equal to Median,Above and Equal to Median,0
32,53,12,16,12,high school,yes,west south central,average,Above and Equal to Median,Lower than Median,0
48,56,12,16,16,bachelor's,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,1
64,61,16,16,16,bachelor's,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,1
50,45,3,5,13,high school,yes,west south central,below average,Above and Equal to Median,Above and Equal to Median,0
61,60,16,12,10,less than high school,yes,west south central,average,Above and Equal to Median,Above and Equal to Median,0
21,37,0,0,8,less than high school,yes,west south central,below average,Lower than Median,Lower than Median,0
42,35,16,14,13,high school,yes,west south central,far below average,Lower than Median,Above and Equal to Median,0
39,35,12,12,12,high school,yes,west north central,average,Lower than Median,Above and Equal to Median,0
33,73,20,14,17,bachelor's,yes,west north central,average,Above and Equal to Median,Lower than Median,1
66,39,14,16,16,bachelor's,yes,east south atlantic,above average,Lower than Median,Above and Equal to Median,1
47,48,0,12,13,high school,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
48,46,8,10,13,associate/junior college,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,1
32,49,13,8,20,graduate,no,pacific,below average,Above and Equal to Median,Lower than Median,1
38,40,8,12,11,less than high school,yes,east north central,average,Lower than Median,Lower than Median,0
25,35,12,12,12,high school,yes,west north central,below average,Lower than Median,Lower than Median,0
32,45,12,12,18,graduate,yes,east north central,below average,Above and Equal to Median,Lower than Median,1
74,58,16,20,16,bachelor's,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,1
56,58,12,12,16,bachelor's,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,1
48,43,12,12,13,high school,yes,mountain,above average,Lower than Median,Above and Equal to Median,0
31,33,12,12,13,high school,yes,mountain,average,Lower than Median,Lower than Median,0
28,25,11,12,14,high school,yes,mountain,below average,Lower than Median,Lower than Median,0
55,60,12,12,18,graduate,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,1
61,80,20,18,16,bachelor's,yes,mountain,far below average,Above and Equal to Median,Above and Equal to Median,1
45,41,12,13,18,graduate,yes,mountain,below average,Lower than Median,Above and Equal to Median,1
48,53,12,12,16,bachelor's,yes,middle atlantic,average,Above and Equal to Median,Above and Equal to Median,1
53,44,7,4,11,less than high school,yes,south atlantic,below average,Above and Equal to Median,Above and Equal to Median,0
56,53,16,16,15,high school,yes,mountain,average,Above and Equal to Median,Above and Equal to Median,0
48,53,16,12,12,high school,no,east north central,average,Above and Equal to Median,Above and Equal to Median,0
61,61,16,16,16,bachelor's,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
28,33,16,14,14,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
64,72,16,16,16,graduate,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,1
35,28,8,18,18,graduate,yes,east north central,average,Lower than Median,Lower than Median,1
38,35,12,12,17,bachelor's,yes,east north central,below average,Lower than Median,Lower than Median,1
55,39,18,16,16,bachelor's,yes,mountain,above average,Lower than Median,Above and Equal to Median,1
25,46,8,8,15,high school,yes,mountain,far above average,Above and Equal to Median,Lower than Median,0
47,45,16,13,16,bachelor's,yes,mountain,above average,Above and Equal to Median,Above and Equal to Median,1
33,44,12,9,12,high school,yes,mountain,far below average,Above and Equal to Median,Lower than Median,0
45,30,12,12,13,high school,yes,mountain,average,Lower than Median,Above and Equal to Median,0
